steps,w1,w2,w3,w4,w5,w6,w7,second,last
8058,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.4483848101115579e12,2.0523038387378826e12,2.3576814736221333e12,1.6411649552017324e12,-6.055521202736329e10,5.95137508269028e12
8059,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.3576814736221333e12,1.6411649552017324e12,-6.055521202736329e10,6.181425346762782e12
8060,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.3576814736221333e12,1.6411649552017324e12,-7.039704841256189e10,6.161741673992385e12
8061,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.3576814736221333e12,1.6411649552017324e12,-8.01995174522197e10,6.142136735913069e12
8062,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.3576814736221333e12,1.6411649552017324e12,-8.01995174522197e10,6.142136735913069e12
8063,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.3576814736221333e12,1.6411649552017324e12,-8.01995174522197e10,6.142136735913069e12
8064,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.3576814736221333e12,1.6411649552017324e12,-8.01995174522197e10,6.142136735913069e12
8065,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.3576814736221333e12,1.6411649552017324e12,-8.01995174522197e10,6.142136735913069e12
8066,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.3576814736221333e12,1.6411649552017324e12,-8.01995174522197e10,6.142136735913069e12
8067,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.3576814736221333e12,1.6411649552017324e12,-8.01995174522197e10,6.142136735913069e12
8068,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.240099418446896e12
8069,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.240099418446896e12
8070,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.240099418446896e12
8071,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.240099418446896e12
8072,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.240099418446896e12
8073,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.240099418446896e12
8074,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.240099418446896e12
8075,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.240099418446896e12
8076,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.240099418446896e12
8077,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.240099418446896e12
8078,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.240099418446896e12
8079,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.240099418446896e12
8080,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.240099418446896e12
8081,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.240099418446896e12
8082,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.240099418446896e12
8083,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.240099418446896e12
8084,1.7944164400394526e12,1.142498397642709e12,1.7085210981795488e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.240099418446896e12
8085,1.7944164400394526e12,1.142498397642709e12,2.127538332010135e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.449608035362189e12
8086,1.7944164400394526e12,1.142498397642709e12,2.127538332010135e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.449608035362189e12
8087,1.7944164400394526e12,1.142498397642709e12,2.127538332010135e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.449608035362189e12
8088,1.7944164400394526e12,1.142498397642709e12,2.127538332010135e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.449608035362189e12
8089,1.7944164400394526e12,1.142498397642709e12,2.127538332010135e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.449608035362189e12
8090,1.7944164400394526e12,1.142498397642709e12,2.127538332010135e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.449608035362189e12
8091,1.7944164400394526e12,1.142498397642709e12,2.127538332010135e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.449608035362189e12
8092,1.7944164400394526e12,1.142498397642709e12,2.127538332010135e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.449608035362189e12
8093,1.7944164400394526e12,1.142498397642709e12,2.127538332010135e12,1.908485338256561e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.449608035362189e12
8094,1.7944164400394526e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.643547849431319e12
8095,1.7944164400394526e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.643547849431319e12
8096,1.7944164400394526e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.643547849431319e12
8097,1.7944164400394526e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.643547849431319e12
8098,1.7944164400394526e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.643547849431319e12
8099,1.7944164400394526e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.643547849431319e12
8100,1.7944164400394526e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.643547849431319e12
8101,1.7944164400394526e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.643547849431319e12
8102,1.7944164400394526e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.643547849431319e12
8103,2.2492078784532275e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.870943568638207e12
8104,2.2492078784532275e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.870943568638207e12
8105,2.2492078784532275e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.870943568638207e12
8106,2.2492078784532275e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.870943568638207e12
8107,2.2492078784532275e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.870943568638207e12
8108,2.2492078784532275e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.870943568638207e12
8109,2.2492078784532275e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.870943568638207e12
8110,2.2492078784532275e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,6.870943568638207e12
8111,2.5941217053462344e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-8.01995174522197e10,7.04340048208471e12
8112,2.5941217053462344e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-9.140479860959344e10,7.020989919769963e12
8113,2.5941217053462344e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.0523038387378826e12,2.553606838689788e12,1.6411649552017324e12,-9.140479860959344e10,7.020989919769963e12
8114,2.5941217053462344e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.4819793096619307e12,2.553606838689788e12,1.6411649552017324e12,-9.140479860959344e10,7.235827655231987e12
8115,2.5941217053462344e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.4819793096619307e12,2.553606838689788e12,1.6411649552017324e12,-9.140479860959344e10,7.235827655231987e12
8116,2.5941217053462344e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.4819793096619307e12,2.553606838689788e12,1.6411649552017324e12,-9.140479860959344e10,7.235827655231987e12
8117,2.5941217053462344e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.4819793096619307e12,2.553606838689788e12,1.6411649552017324e12,-9.140479860959344e10,7.235827655231987e12
8118,2.5941217053462344e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.807845186810729e12,2.553606838689788e12,1.6411649552017324e12,-9.140479860959344e10,7.398760593806387e12
8119,2.5941217053462344e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.807845186810729e12,2.553606838689788e12,1.6411649552017324e12,-9.140479860959344e10,7.398760593806387e12
8120,2.5941217053462344e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.807845186810729e12,2.553606838689788e12,1.6411649552017324e12,-9.140479860959344e10,7.398760593806387e12
8121,2.5941217053462344e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.563007070120562e12
8122,2.5941217053462344e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.563007070120562e12
8123,2.5941217053462344e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.563007070120562e12
8124,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.733648091512736e12
8125,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.733648091512736e12
8126,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.733648091512736e12
8127,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.733648091512736e12
8128,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.733648091512736e12
8129,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.733648091512736e12
8130,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.733648091512736e12
8131,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.2963649663948213e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.733648091512736e12
8132,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.965308447214283e12
8133,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.965308447214283e12
8134,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.965308447214283e12
8135,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.965308447214283e12
8136,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.965308447214283e12
8137,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.965308447214283e12
8138,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.965308447214283e12
8139,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.965308447214283e12
8140,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.965308447214283e12
8141,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.965308447214283e12
8142,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.965308447214283e12
8143,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.965308447214283e12
8144,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.965308447214283e12
8145,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.965308447214283e12
8146,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,1.6411649552017324e12,-9.140479860959344e10,7.965308447214283e12
8147,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,2.350474013960618e12,-9.140479860959344e10,8.319962976593726e12
8148,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,2.350474013960618e12,-9.140479860959344e10,8.319962976593726e12
8149,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,2.350474013960618e12,-9.140479860959344e10,8.319962976593726e12
8150,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,2.350474013960618e12,-9.140479860959344e10,8.319962976593726e12
8151,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,2.350474013960618e12,-9.140479860959344e10,8.319962976593726e12
8152,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,2.350474013960618e12,-9.140479860959344e10,8.319962976593726e12
8153,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,2.350474013960618e12,-9.140479860959344e10,8.319962976593726e12
8154,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,2.350474013960618e12,-9.140479860959344e10,8.319962976593726e12
8155,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,2.807845186810729e12,2.8820997913181377e12,2.350474013960618e12,-9.140479860959344e10,8.319962976593726e12
8156,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,3.199426401661432e12,2.8820997913181377e12,2.350474013960618e12,-9.140479860959344e10,8.515753584019077e12
8157,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,3.199426401661432e12,2.8820997913181377e12,2.350474013960618e12,-9.140479860959344e10,8.515753584019077e12
8158,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,3.199426401661432e12,2.8820997913181377e12,2.350474013960618e12,-9.140479860959344e10,8.515753584019077e12
8159,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,3.199426401661432e12,2.8820997913181377e12,2.350474013960618e12,-9.140479860959344e10,8.515753584019077e12
8160,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,3.199426401661432e12,2.8820997913181377e12,2.350474013960618e12,-9.140479860959344e10,8.515753584019077e12
8161,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-9.140479860959344e10,8.715013438345391e12
8162,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-9.140479860959344e10,8.715013438345391e12
8163,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-9.140479860959344e10,8.715013438345391e12
8164,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-9.140479860959344e10,8.715013438345391e12
8165,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-9.140479860959344e10,8.715013438345391e12
8166,2.935403748130584e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-9.140479860959344e10,8.715013438345391e12
8167,3.3481101357615947e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-9.140479860959344e10,8.921366632160896e12
8168,3.3481101357615947e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-9.140479860959344e10,8.921366632160896e12
8169,3.3481101357615947e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-9.140479860959344e10,8.921366632160896e12
8170,3.3481101357615947e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-9.140479860959344e10,8.921366632160896e12
8171,3.3481101357615947e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-9.140479860959344e10,8.921366632160896e12
8172,3.3481101357615947e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-9.140479860959344e10,8.921366632160896e12
8173,3.3481101357615947e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-9.140479860959344e10,8.921366632160896e12
8174,3.3481101357615947e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-9.140479860959344e10,8.921366632160896e12
8175,3.3481101357615947e12,1.142498397642709e12,2.127538332010135e12,2.759685677797916e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-9.140479860959344e10,8.921366632160896e12
8176,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,2.759685677797916e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-9.140479860959344e10,9.273156382950809e12
8177,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,2.759685677797916e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.24362853020314e12
8178,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,2.759685677797916e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.24362853020314e12
8179,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,2.759685677797916e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.24362853020314e12
8180,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,2.759685677797916e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.24362853020314e12
8181,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,2.759685677797916e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.24362853020314e12
8182,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,2.759685677797916e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.24362853020314e12
8183,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,2.759685677797916e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.24362853020314e12
8184,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,3.3091700884010605e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.518370735504713e12
8185,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,3.3091700884010605e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.518370735504713e12
8186,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,3.3091700884010605e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.518370735504713e12
8187,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,3.3091700884010605e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.518370735504713e12
8188,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,3.3091700884010605e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.518370735504713e12
8189,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,3.3091700884010605e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.518370735504713e12
8190,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,3.3091700884010605e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.518370735504713e12
8191,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,3.3091700884010605e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.518370735504713e12
8192,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,3.3091700884010605e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.518370735504713e12
8193,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,3.3091700884010605e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.518370735504713e12
8194,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,3.3091700884010605e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.518370735504713e12
8195,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,3.3091700884010605e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.518370735504713e12
8196,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,3.3091700884010605e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.518370735504713e12
8197,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,3.3091700884010605e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.518370735504713e12
8198,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,3.3091700884010605e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.518370735504713e12
8199,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,3.3091700884010605e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.518370735504713e12
8200,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,3.3091700884010605e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.518370735504713e12
8201,3.3481101357615947e12,1.142498397642709e12,2.831117833589961e12,3.3091700884010605e12,3.199426401661432e12,3.2806194999707656e12,2.350474013960618e12,-1.061687249834272e11,9.518370735504713e12
